revision	round	side	workload	batch_index	latency_ns
V3	1	2	dense_colour	85	164291
V3	1	2	dense_colour	86	164416
V3	1	2	dense_colour	87	166362
V3	1	2	dense_colour	88	165475
V3	1	2	dense_colour	89	162729
V3	1	2	dense_colour	90	162604
V3	1	2	dense_colour	91	162470
V3	1	2	dense_colour	92	162558
V3	1	2	dense_colour	93	163029
V3	1	2	dense_colour	94	165616
V3	1	2	dense_colour	95	163804
V3	1	2	dense_colour	96	162229
V3	1	2	dense_colour	97	163187
V3	1	2	dense_colour	98	162770
V3	1	2	dense_colour	99	162600
V3	1	2	dense_colour	100	162800
V3	1	2	plain_scroll	1	69625
V3	1	2	plain_scroll	2	69525
V3	1	2	plain_scroll	3	69687
V3	1	2	plain_scroll	4	69566
V3	1	2	plain_scroll	5	69470
V3	1	2	plain_scroll	6	69562
V3	1	2	plain_scroll	7	69850
V3	1	2	plain_scroll	8	70375
V3	1	2	plain_scroll	9	69620
V3	1	2	plain_scroll	10	70037
V3	1	2	plain_scroll	11	70362
V3	1	2	plain_scroll	12	69575
V3	1	2	plain_scroll	13	69625
V3	1	2	plain_scroll	14	69679
V3	1	2	plain_scroll	15	69983
V3	1	2	plain_scroll	16	69516
V3	1	2	plain_scroll	17	69675
V3	1	2	plain_scroll	18	69466
V3	1	2	plain_scroll	19	69583
V3	1	2	plain_scroll	20	69941
V3	1	2	plain_scroll	21	70200
V3	1	2	plain_scroll	22	69512
V3	1	2	plain_scroll	23	71745
V3	1	2	plain_scroll	24	69708
V3	1	2	plain_scroll	25	69712
V3	1	2	plain_scroll	26	69766
V3	1	2	plain_scroll	27	69704
V3	1	2	plain_scroll	28	70791
V3	1	2	plain_scroll	29	69729
V3	1	2	plain_scroll	30	69841
V3	1	2	plain_scroll	31	69629
V3	1	2	plain_scroll	32	69750
V3	1	2	plain_scroll	33	69758
V3	1	2	plain_scroll	34	69637
V3	1	2	plain_scroll	35	70104
V3	1	2	plain_scroll	36	70112
V3	1	2	plain_scroll	37	70279
V3	1	2	plain_scroll	38	71458
V3	1	2	plain_scroll	39	74129
V3	1	2	plain_scroll	40	69620
V3	1	2	plain_scroll	41	70100
V3	1	2	plain_scroll	42	69579
V3	1	2	plain_scroll	43	69612
V3	1	2	plain_scroll	44	69850
V3	1	2	plain_scroll	45	69612
V3	1	2	plain_scroll	46	69554
V3	1	2	plain_scroll	47	69775
V3	1	2	plain_scroll	48	69804
V3	1	2	plain_scroll	49	69825
V3	1	2	plain_scroll	50	69666
V3	1	2	plain_scroll	51	69566
V3	1	2	plain_scroll	52	69666
V3	1	2	plain_scroll	53	70095
V3	1	2	plain_scroll	54	69433
V3	1	2	plain_scroll	55	69541
V3	1	2	plain_scroll	56	69633
V3	1	2	plain_scroll	57	69533
V3	1	2	plain_scroll	58	69908
V3	1	2	plain_scroll	59	71741
V3	1	2	plain_scroll	60	70145
V3	1	2	plain_scroll	61	72475
V3	1	2	plain_scroll	62	70154
V3	1	2	plain_scroll	63	72412
V3	1	2	plain_scroll	64	70679
V3	1	2	plain_scroll	65	70920
V3	1	2	plain_scroll	66	70025
V3	1	2	plain_scroll	67	71587
V3	1	2	plain_scroll	68	70250
V3	1	2	plain_scroll	69	69495
V3	1	2	plain_scroll	70	69520
V3	1	2	plain_scroll	71	69650
V3	1	2	plain_scroll	72	69575
V3	1	2	plain_scroll	73	69550
V3	1	2	plain_scroll	74	69654
V3	1	2	plain_scroll	75	69579
V3	1	2	plain_scroll	76	69570
V3	1	2	plain_scroll	77	69858
V3	1	2	plain_scroll	78	69616
V3	1	2	plain_scroll	79	69520
V3	1	2	plain_scroll	80	69462
V3	1	2	plain_scroll	81	69566
V3	1	2	plain_scroll	82	70095
V3	1	2	plain_scroll	83	69562
V3	1	2	plain_scroll	84	69675
V3	1	2	plain_scroll	85	69591
V3	1	2	plain_scroll	86	69558
V3	1	2	plain_scroll	87	69545
V3	1	2	plain_scroll	88	69537
V3	1	2	plain_scroll	89	69600
V3	1	2	plain_scroll	90	69545
V3	1	2	plain_scroll	91	69383
V3	1	2	plain_scroll	92	69366
V3	1	2	plain_scroll	93	69462
V3	1	2	plain_scroll	94	69716
V3	1	2	plain_scroll	95	69562
V3	1	2	plain_scroll	96	69704
V3	1	2	plain_scroll	97	69737
V3	1	2	plain_scroll	98	69770
V3	1	2	plain_scroll	99	69579
V3	1	2	plain_scroll	100	69608
V3	1	2	sparse_edit	1	31970
V3	1	2	sparse_edit	2	32029
V3	1	2	sparse_edit	3	31995
V3	1	2	sparse_edit	4	31966
V3	1	2	sparse_edit	5	31995
V3	1	2	sparse_edit	6	31708
V3	1	2	sparse_edit	7	32091
V3	1	2	sparse_edit	8	32004
V3	1	2	sparse_edit	9	32016
V3	1	2	sparse_edit	10	31966
V3	1	2	sparse_edit	11	32000
V3	1	2	sparse_edit	12	31933
V3	1	2	sparse_edit	13	31958
V3	1	2	sparse_edit	14	31975
